StoreID,Total_Visits,Avg_Call_Duration,Salesperson_Count,StoreLatitude,StoreLongitude,GeoCluster,Milk,Bread,Cheese,Yogurt,Butter,Cream,IceCream,Ghee,Paneer,Milk_Qty,Bread_Qty,Cheese_Qty,Yogurt_Qty,Butter_Qty,Cream_Qty,IceCream_Qty,Ghee_Qty,Paneer_Qty,Pred_Milk,Pred_Bread,Pred_Cheese,Pred_Yogurt,Pred_Butter,Pred_Cream,Pred_IceCream,Pred_Ghee,Pred_Paneer
S#880S_556,4,0.25,1,1.441598333,103.93217,2.0,1,1,0,1,0,0,1,0,0,14,7,0,18,0,0,47,0,0,26.043576118326108,18.46226064213565,12.796858946608944,17.695149170274163,13.21325216450216,11.56850324675325,18.693495310245304,0.0,14.759270382395389
S#880S_567,4,1.25,1,1.50628006,103.8897018,2.0,1,0,0,0,1,0,0,1,0,24,0,0,0,5,0,0,44,0,18.735396275556642,13.529573530868827,10.862064535536511,14.709994331183841,14.575087674692584,11.686777468030137,13.980704025391454,13.065856253071942,11.774075602574321
S#880S_571,2,2.0,1,1.50857529,103.8545719,2.0,1,1,1,1,0,1,0,0,0,29,15,19,49,0,31,0,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880S_572,3,2.0,1,1.473343333,103.6736017,2.0,1,1,0,1,0,1,0,1,0,37,49,0,24,0,6,0,40,0,22.874146627737865,18.34153422936448,12.625151651926666,12.144413203484737,10.23831448351029,6.55603079960831,9.69378203477129,8.906811588232175,12.1631705903577
S#880S_637,2,1.0,1,1.4964483,103.7892111,2.0,1,1,0,1,0,0,0,0,1,18,32,0,47,0,0,0,0,33,21.488787845780585,18.19630408856754,11.175930957626685,13.362929909421066,16.75411186773227,6.101294459293082,11.450457514998856,7.6142753593190005,10.589886998652883
S#880S_712,4,1.25,1,1.5085325,103.8545617,2.0,1,0,1,1,1,0,0,1,1,34,0,38,44,25,0,0,45,17,18.735396275556642,13.529573530868827,10.862064535536511,14.709994331183841,14.575087674692584,11.686777468030137,13.980704025391454,13.065856253071942,11.774075602574321
S#880S_713,2,2.0,1,1.5085254,103.8545598,2.0,1,1,1,1,1,0,0,1,0,10,8,17,29,17,0,0,20,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880S_716,2,2.0,1,1.5085247,103.8545435,2.0,1,1,1,1,1,0,1,0,1,16,43,11,36,29,0,9,0,6,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880S_717,4,1.5,1,1.496221667,103.906455,2.0,1,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,29,21.733116012913943,17.64785640231083,11.669146965492057,9.554392985857575,8.844473763240858,13.838596294480947,9.285485713185139,9.831459230136137,7.198304150309581
S#880S_722,9,1.8888888888888888,1,1.588755,103.644905,2.0,1,1,1,0,0,1,0,0,0,17,38,48,0,0,30,0,0,0,19.87578921568628,28.91241666666667,33.803999999999995,6.69577380952381,4.578529411764706,21.942916666666665,4.52,2.74,5.515035714285713
S#880S_726,3,2.6666666666666665,1,1.5085714999999997,103.85457460000002,2.0,0,1,1,0,1,0,0,1,0,0,25,28,0,16,0,0,7,0,21.606491160691647,23.527728690185363,16.547028215596185,12.020365592058893,14.738555595101865,2.7372908668680225,10.619650109867921,0.5664243551332828,11.230965175581924
S#880S_730,5,1.8,1,1.4961763,103.7892553,2.0,1,1,0,1,1,1,0,0,0,32,29,0,30,34,37,0,0,0,28.925313510442088,19.340095221441917,17.577467446699146,10.550012639691758,11.680254897835416,5.123258812380112,6.678370582132601,6.734706934214116,0.9259849341826255
S#880S_747,3,1.6666666666666667,1,1.5085296999999998,103.8545621,2.0,1,0,0,1,1,1,1,0,0,8,0,0,27,16,25,25,0,0,24.296565073689358,19.152477849368946,11.309849313359774,14.33720136313682,13.645931736581213,9.339442625016256,13.729859424671117,7.772801432547402,10.462563648002222
S#880S_763,3,0.6666666666666666,1,1.4986032,103.5181351,2.0,1,1,0,1,1,0,0,0,1,29,7,0,38,10,0,0,0,42,29.36337222068008,19.161903208891207,9.526257756025364,11.098026658863148,7.562068679084934,4.758301397239672,5.0222278872443376,10.295822574699123,7.896706127592738
S#880S_773,2,2.0,1,1.50627934,103.8897116,2.0,1,1,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880S_778,1,2.0,1,1.508093333,103.85439,2.0,1,1,0,1,0,1,0,0,0,31,21,0,31,0,6,0,0,0,22.964927178491152,18.205733845364083,10.610827309885792,13.684798557040958,11.895605304294023,8.65959504394856,9.438518347963779,8.495111973980839,11.10137550586102
S#880S_781,2,2.0,1,1.48057273,103.6498322,2.0,1,1,0,1,1,0,1,1,1,43,27,0,44,34,0,25,27,16,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880S_809,2,2.0,1,1.50844709,103.8545622,2.0,1,0,0,1,0,0,0,0,1,9,0,0,25,0,0,0,0,7,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880S_926,2,6.0,1,1.50625921,103.8897212,2.0,1,1,0,0,0,1,0,0,0,21,25,0,0,0,19,0,0,0,17.77938023088024,14.860830266955263,1.8309301948051953,11.748243506493509,0.187,3.945352633477633,2.351575036075035,6.262969696969696,17.01857052669552
S#880S_927,5,1.0,1,1.50816,103.85999999999999,2.0,1,1,1,0,0,0,1,0,0,40,19,12,0,0,0,13,0,0,25.504551846100764,20.849279040404035,12.32884126984127,0.44807692307692304,8.622142857142855,8.093003249367383,10.50166905779406,0.2604137529137529,8.294263227513229
S#880S_930,5,0.8,1,1.5085243,103.8545569,2.0,1,1,0,1,0,0,1,1,0,39,22,0,46,0,0,14,22,0,31.008458333333333,14.480833333333333,19.013071428571426,24.600409090909093,5.247007034632033,0.960780303030303,7.510795454545455,12.27506547619048,6.494000000000001
S#880S_939,4,2.5,1,1.508453333,103.8544017,2.0,0,1,0,1,1,0,0,0,0,0,27,0,5,49,0,0,0,0,18.500846334221336,19.742542637917637,14.06143247030746,7.711111929736931,15.341272713397725,12.135192155067154,21.75572295759795,1.3644443056943059,26.624084471084476
S#880S_942,5,3.2,1,1.50627958,103.8897112,2.0,1,1,1,0,0,1,0,1,0,21,21,27,0,0,36,0,29,0,17.193952380952382,27.017690476190477,27.2553492063492,8.051819444444442,5.915079365079367,8.232857142857144,4.691960317460315,8.77299007936508,9.697619047619048
S#880S_945,4,0.5,1,1.4837703,103.9542312,2.0,1,1,0,0,1,1,0,1,1,25,17,0,0,35,33,0,19,10,27.374449494949484,18.51856078643579,19.044508477633475,14.807054292929283,5.675309343434345,6.592415764790763,7.036631673881673,3.080882215007214,12.314507215007218
S#880S_982,3,3.6666666666666665,1,1.49644827,103.7892058,2.0,1,1,0,1,0,0,1,1,1,7,19,0,46,0,0,19,16,21,24.576824730824725,16.33731121656122,10.676501498501496,31.232991910866918,10.563431707181703,2.89777738927739,4.249679057054058,6.261762182262182,10.913935557498064
S#880S_983,2,2.0,1,1.50860366,103.8545772,2.0,1,0,0,1,1,0,0,0,0,8,0,0,15,10,0,0,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880S_994,3,2.6666666666666665,1,1.3757523,103.5905268,2.0,1,1,1,0,1,0,0,0,0,23,23,5,0,39,0,0,0,0,21.606491160691647,23.527728690185363,16.547028215596185,12.020365592058893,14.738555595101865,2.7372908668680225,10.619650109867921,0.5664243551332828,11.230965175581924
S#880T_001,8,4.375,1,1.543305,103.8018967,2.0,1,1,1,1,1,1,1,0,0,41,16,36,30,48,23,35,0,0,24.109666666666673,13.989833333333339,29.96041666666667,13.693499999999998,30.072999999999997,10.892249999999999,15.152916666666668,2.6185,0.429
S#880T_002,10,2.7,1,1.492606667,103.768435,2.0,1,1,1,0,0,1,1,0,1,17,29,37,0,0,28,28,0,29,19.06833333333333,28.159642857142856,32.620416666666664,6.218833333333333,7.017,22.424,19.336666666666666,4.755857142857143,19.105
S#880T_007,3,1.0,1,1.55044337,103.8108335,2.0,1,1,1,1,0,0,0,0,0,7,14,11,10,0,0,0,0,0,23.29005640425456,13.718450897073415,7.274292130869718,11.32135551243557,12.332948799581663,3.8047971146207136,9.561033479084577,4.381451239279807,6.274879724211768
S#880T_016,4,2.25,1,1.4961081,103.7892305,2.0,1,0,0,1,0,1,1,0,0,11,0,0,27,0,8,34,0,0,23.753351098248153,9.362207860766683,7.75533226291682,23.44508565821434,12.592470156885593,4.947869663424813,13.826752533006204,10.412601683039183,19.476950640454323
S#880T_033,2,1.5,1,1.5085507,103.8545388,2.0,1,1,1,0,0,1,1,0,1,23,6,15,0,0,41,48,0,17,23.89284537106641,19.039263176413687,8.206185739141356,12.529115985687772,11.429439451038444,10.428215941854816,10.920792860839025,11.464768034944727,10.074409320902786
S#880T_040,2,2.0,1,1.491858333,103.7765383,2.0,0,1,1,0,0,0,0,0,1,0,22,14,0,0,0,0,0,9,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_049,2,2.0,1,1.491083333,103.82498,2.0,1,0,0,0,1,1,1,0,0,19,0,0,0,40,22,44,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_055,4,2.0,1,1.50627977,103.8897114,2.0,1,1,1,1,1,0,0,1,1,36,38,22,30,32,0,0,15,48,25.64226206193138,19.287943385118936,10.934590193896021,17.588282067065812,12.435835617268458,7.092195041579063,12.627604559183304,5.516201870900558,11.910059665280196
S#880T_056,4,2.5,1,1.49644715,103.7892049,2.0,1,1,0,0,0,1,0,1,1,23,25,0,0,0,31,0,10,34,18.500846334221336,19.742542637917637,14.06143247030746,7.711111929736931,15.341272713397725,12.135192155067154,21.75572295759795,1.3644443056943059,26.624084471084476
S#880T_065,4,3.0,1,1.530265624,103.6202463,2.0,1,1,0,1,0,0,0,0,0,35,47,0,12,0,0,0,0,0,30.546255591630583,25.074746572871582,8.765010461760465,4.165535353535353,7.676277056277053,9.916237554112548,0.0,7.867891053391051,10.756522005772007
S#880T_073,3,1.0,1,1.4466,103.5879683,2.0,1,1,1,1,1,0,1,0,0,19,13,12,26,9,0,15,0,0,23.29005640425456,13.718450897073415,7.274292130869718,11.32135551243557,12.332948799581663,3.8047971146207136,9.561033479084577,4.381451239279807,6.274879724211768
S#880T_075,2,1.5,1,1.4498337,103.594905,2.0,1,1,0,1,1,1,0,1,0,47,23,0,42,22,38,0,36,0,23.89284537106641,19.039263176413687,8.206185739141356,12.529115985687772,11.429439451038444,10.428215941854816,10.920792860839025,11.464768034944727,10.074409320902786
S#880T_092,2,2.0,1,1.6112141,103.6602793,2.0,1,1,0,1,0,0,0,1,0,21,14,0,12,0,0,0,15,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_108,7,1.1428571428571428,1,1.674816117,103.5280025,2.0,1,1,1,1,1,1,1,0,0,21,38,29,27,10,6,16,0,0,21.29166666666667,31.478,28.257333333333328,23.34858333333333,7.732499999999999,10.919666666666666,17.195666666666668,0.9966666666666667,2.613083333333334
S#880T_109,4,2.0,1,1.656358872,103.5734214,2.0,1,1,1,1,1,0,1,0,0,26,18,33,16,28,0,26,0,0,25.64226206193138,19.287943385118936,10.934590193896021,17.588282067065812,12.435835617268458,7.092195041579063,12.627604559183304,5.516201870900558,11.910059665280196
S#880T_111,6,3.5,1,1.653123421,103.594537,2.0,1,1,1,1,1,0,0,1,1,36,12,15,23,33,0,0,43,12,25.09483333333333,7.613166666666668,8.266047619047619,15.053000000000003,32.91916666666666,0.8160714285714286,3.0828333333333338,21.071583333333336,5.7642500000000005
S#880T_118,4,1.75,1,1.564483623,103.7953894,2.0,1,0,0,1,1,0,1,0,0,39,0,0,24,42,0,39,0,0,22.07464181243545,19.807776055688002,11.321196916496092,13.134841380127831,8.82828274294374,7.777424595475026,11.136992248655615,7.861026448359426,11.73238945945732
S#880T_120,3,1.6666666666666667,1,1.50866471,103.85454020000002,2.0,1,1,0,0,0,0,0,0,0,48,37,0,0,0,0,0,0,0,24.296565073689358,19.152477849368946,11.309849313359774,14.33720136313682,13.645931736581213,9.339442625016256,13.729859424671117,7.772801432547402,10.462563648002222
S#880T_130,3,1.0,2,1.5527906,103.8079086,2.0,1,0,1,1,0,0,0,0,0,49,0,40,14,0,0,0,0,0,40.307696568679376,7.446630306763237,29.668219502620513,13.120309058504425,7.794990369150972,2.5094969635627526,1.6733124769546643,1.400906081934248,1.8185549735847297
S#880T_141,4,2.0,1,1.50838436,103.854513,2.0,1,1,0,0,0,0,0,0,1,35,20,0,0,0,0,0,0,13,25.64226206193138,19.287943385118936,10.934590193896021,17.588282067065812,12.435835617268458,7.092195041579063,12.627604559183304,5.516201870900558,11.910059665280196
S#880T_144,4,0.75,1,1.4581696,103.9136539,2.0,1,0,1,1,0,0,0,1,0,23,0,32,38,0,0,0,19,0,25.122730533355533,9.911239829614834,5.603030303030303,22.483175657675652,10.817027042402044,5.764006993006991,1.8379051504051498,11.419869671994666,12.010160672660673
S#880T_176,4,2.0,1,1.4961296,103.7892375,2.0,1,1,1,1,0,0,1,0,0,36,43,18,11,0,0,21,0,0,25.64226206193138,19.287943385118936,10.934590193896021,17.588282067065812,12.435835617268458,7.092195041579063,12.627604559183304,5.516201870900558,11.910059665280196
S#880T_190,4,1.0,1,1.4819223,103.7533804,2.0,1,1,1,0,0,0,0,0,1,24,31,40,0,0,0,0,0,21,21.576119524495155,12.10920745782316,13.383135057925948,15.698103092021581,8.450950133211943,5.789341809852072,9.549803561603058,3.7877447934742703,6.132349547580468
S#880T_195,7,1.4285714285714286,1,1.657728672,103.5855039,2.0,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,27,0,19.459166666666665,12.366666666666665,8.0015,6.191833333333334,2.9815476190476193,5.195499999999999,2.1195952380952376,17.050416666666663,4.696833333333333
S#880T_196,6,1.3333333333333333,1,1.670119917,103.6345903,2.0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,13,0,25,27.177916666666665,19.55393495934959,23.006499871991807,22.24392857142857,0.9004999999999999,0.37056432973805864,7.371833333333334,17.38703495115995,23.98166666666667
S#880T_199,3,5.0,1,1.4964442599999999,103.7892043,2.0,1,1,1,0,0,0,1,0,1,13,37,43,0,0,0,48,0,21,17.888555555555552,19.863647435897445,22.692583333333335,1.553611111111111,2.858722222222222,12.017809829059834,41.326694444444456,0.9374444444444444,11.031916666666666
S#880T_242,3,1.0,1,1.5529053,103.808418,2.0,1,1,0,1,1,0,0,1,0,14,8,0,32,25,0,0,9,0,23.29005640425456,13.718450897073415,7.274292130869718,11.32135551243557,12.332948799581663,3.8047971146207136,9.561033479084577,4.381451239279807,6.274879724211768
S#880T_243,3,1.0,1,1.4977946,103.85571,2.0,1,1,1,1,0,0,1,0,0,35,41,36,16,0,0,36,0,0,23.29005640425456,13.718450897073415,7.274292130869718,11.32135551243557,12.332948799581663,3.8047971146207136,9.561033479084577,4.381451239279807,6.274879724211768
S#880T_267,5,2.2,1,1.49633491,103.7892024,2.0,0,0,1,0,1,1,0,1,0,0,0,43,0,18,41,0,46,0,10.543029338415211,16.128861832611832,24.569492424242416,0.08173913043478262,6.296352272727277,8.489637806637813,19.280976370851366,14.447442279942274,18.380245129870136
S#880T_285,5,2.0,1,1.49646116,103.7892069,2.0,0,1,0,0,1,0,0,1,1,0,15,0,0,14,0,0,31,11,18.806762764578135,18.995967439905073,5.337334409977591,12.89286373126537,10.275250335056109,5.596649385140841,9.6324593276388,9.046651579303287,9.420560578425432
S#880T_358,2,2.0,1,1.4998386,103.7236836,2.0,1,0,1,1,0,1,0,0,1,27,0,13,18,0,27,0,0,17,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_369,4,3.0,1,1.49646127,103.7892064,2.0,1,0,0,0,0,1,0,0,0,46,0,0,0,0,9,0,0,0,30.546255591630583,25.074746572871582,8.765010461760465,4.165535353535353,7.676277056277053,9.916237554112548,0.0,7.867891053391051,10.756522005772007
S#880T_374,1,1.0,1,1.496446667,103.80985,2.0,1,0,0,1,1,1,1,1,0,17,0,0,32,30,45,18,7,0,22.941320762487905,20.839171268811675,8.619113868539399,14.511912147852291,11.436583535966534,12.293762115578422,8.320084783837025,8.584212150462175,11.202299323360773
S#880T_393,2,2.0,1,1.481831667,103.6818433,2.0,1,1,0,0,0,0,1,0,0,36,43,0,0,0,0,10,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_402,4,2.0,1,1.49647023,103.7892076,2.0,0,1,1,1,1,0,1,0,1,0,6,37,10,36,0,12,0,45,25.64226206193138,19.287943385118936,10.934590193896021,17.588282067065812,12.435835617268458,7.092195041579063,12.627604559183304,5.516201870900558,11.910059665280196
S#880T_425,3,0.3333333333333333,1,1.5085246,103.8545673,2.0,1,0,0,0,1,1,0,0,1,28,0,0,0,38,27,0,0,29,25.85705158730159,12.377924603174604,10.49736706349207,19.617190476190466,30.779771825396825,24.17613888888889,20.075670634920638,0.1323076923076923,7.698262626262622
S#880T_434,2,1.0,1,1.535603333,103.6137617,2.0,1,1,0,0,1,0,0,0,1,40,15,0,0,12,0,0,0,18,21.488787845780585,18.19630408856754,11.175930957626685,13.362929909421066,16.75411186773227,6.101294459293082,11.450457514998856,7.6142753593190005,10.589886998652883
S#880T_451,3,1.3333333333333333,1,1.4770266669999998,103.7636567,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,37,0,31,0,0,22.551879735839023,20.45488876961792,7.27345802460076,12.302670831319297,10.67257038835432,1.712711596235532,10.274098492035982,6.31285447485009,13.496204601368229
S#880T_535,4,1.0,1,1.682291667,103.5239367,2.0,1,1,0,1,0,1,0,0,0,31,9,0,30,0,48,0,0,0,21.576119524495155,12.10920745782316,13.383135057925948,15.698103092021581,8.450950133211943,5.789341809852072,9.549803561603058,3.7877447934742703,6.132349547580468
S#880T_682,4,1.25,1,1.486761667,103.7657683,2.0,1,0,0,0,1,0,0,0,1,40,0,0,0,46,0,0,0,31,18.735396275556642,13.529573530868827,10.862064535536511,14.709994331183841,14.575087674692584,11.686777468030137,13.980704025391454,13.065856253071942,11.774075602574321
S#880T_726,2,1.0,1,1.496458333,103.80986,2.0,0,1,0,1,0,0,0,1,0,0,22,0,43,0,0,0,35,0,21.488787845780585,18.19630408856754,11.175930957626685,13.362929909421066,16.75411186773227,6.101294459293082,11.450457514998856,7.6142753593190005,10.589886998652883
S#880T_730,2,1.5,1,1.55042936,103.810822,2.0,1,1,1,0,0,1,0,0,1,31,36,6,0,0,35,0,0,6,23.89284537106641,19.039263176413687,8.206185739141356,12.529115985687772,11.429439451038444,10.428215941854816,10.920792860839025,11.464768034944727,10.074409320902786
S#880T_734,2,1.0,1,1.55042986,103.8108214,2.0,1,0,0,0,0,1,0,0,0,18,0,0,0,0,12,0,0,0,21.488787845780585,18.19630408856754,11.175930957626685,13.362929909421066,16.75411186773227,6.101294459293082,11.450457514998856,7.6142753593190005,10.589886998652883
S#880T_737,13,3.6923076923076925,1,1.50844462,103.8545655,2.0,1,1,0,1,1,0,0,0,0,19,27,0,26,19,0,0,0,0,18.419999999999998,22.68,1.9733333333333334,22.71583333333333,15.574166666666667,1.535,7.951666666666666,5.32,2.275
S#880T_738,25,3.68,1,1.5263107,103.78806479999999,2.0,1,0,0,0,1,0,0,0,1,42,0,0,0,16,0,0,0,8,31.42,9.97,0.9783333333333334,6.5375,13.65,1.215,1.185,1.73,7.425
S#880T_743,1,2.0,1,1.56579507,103.7523257,2.0,1,1,1,0,0,0,0,0,1,38,14,26,0,0,0,0,0,6,22.964927178491152,18.205733845364083,10.610827309885792,13.684798557040958,11.895605304294023,8.65959504394856,9.438518347963779,8.495111973980839,11.10137550586102
S#880T_745,12,1.4166666666666667,1,1.4783206,103.3999857,2.0,1,1,0,0,1,1,0,0,0,31,11,0,0,47,30,0,0,0,27.08,16.85625,4.651666666666667,3.245,32.47,21.76,5.339166666666667,6.125,4.3486666666666665
S#880T_755,5,4.6,1,1.5161548,103.7305737,2.0,0,1,1,1,0,1,0,1,1,0,32,27,31,0,39,0,38,21,13.551666666666668,30.62833333333332,14.944,32.63283333333332,0.9650000000000002,18.705333333333336,12.411666666666667,17.790166666666657,19.800250000000002
S#880T_759,2,2.0,1,1.5085108,103.8545436,2.0,1,1,1,1,0,0,0,0,0,34,42,37,18,0,0,0,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_760,11,3.6363636363636362,1,1.5263194999999998,103.78806830000002,2.0,1,1,1,1,1,0,0,0,0,37,28,5,44,16,0,0,0,0,35.8225,24.065,4.2425,36.90083333333334,14.0675,2.1308333333333334,4.277142857142858,7.29,7.49
S#880T_771,2,1.0,1,1.55049103,103.8108717,2.0,1,0,1,0,0,0,1,0,0,47,0,40,0,0,0,6,0,0,21.488787845780585,18.19630408856754,11.175930957626685,13.362929909421066,16.75411186773227,6.101294459293082,11.450457514998856,7.6142753593190005,10.589886998652883
S#880T_773,2,2.0,1,1.736129966,103.889594,2.0,1,0,0,0,0,1,0,1,0,12,0,0,0,0,23,0,11,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_784,4,2.0,1,1.50865847,103.8545402,2.0,1,1,1,0,0,0,1,0,0,9,33,40,0,0,0,10,0,0,25.64226206193138,19.287943385118936,10.934590193896021,17.588282067065812,12.435835617268458,7.092195041579063,12.627604559183304,5.516201870900558,11.910059665280196
S#880T_789,4,0.25,1,1.50856985,103.8545397,2.0,1,1,0,0,0,0,1,0,1,18,28,0,0,0,0,40,0,30,26.043576118326108,18.46226064213565,12.796858946608944,17.695149170274163,13.21325216450216,11.56850324675325,18.693495310245304,0.0,14.759270382395389
S#880T_793,1,7.0,1,1.50628193,103.8897338,2.0,1,0,1,0,0,0,1,1,1,37,0,17,0,0,0,36,16,20,23.755497557997543,19.92063120213119,13.309293858918853,9.883631021756017,7.802626318126316,5.010913357475855,14.282934447496945,15.026210518648025,15.001683788433782
S#880T_794,9,1.7777777777777777,1,1.647793699,103.6265874,2.0,1,0,1,0,0,1,1,1,1,25,0,49,0,0,37,16,6,6,23.354773809523813,4.645674763832658,39.93389047800661,3.188090271493213,2.74510126469248,29.644761972096532,13.584487942151627,6.041333387201035,5.621400068799451
S#880T_798,2,1.5,1,1.5084865,103.8544215,2.0,1,0,1,0,0,1,1,0,0,37,0,26,0,0,29,40,0,0,23.89284537106641,19.039263176413687,8.206185739141356,12.529115985687772,11.429439451038444,10.428215941854816,10.920792860839025,11.464768034944727,10.074409320902786
S#880T_802,4,1.25,1,1.5968306,103.8090389,2.0,1,0,0,0,0,0,1,1,0,33,0,0,0,0,0,45,7,0,18.735396275556642,13.529573530868827,10.862064535536511,14.709994331183841,14.575087674692584,11.686777468030137,13.980704025391454,13.065856253071942,11.774075602574321
S#880T_805,2,1.5,1,1.508456667,103.85461,2.0,1,1,0,0,1,0,1,1,0,13,30,0,0,16,0,45,35,0,23.89284537106641,19.039263176413687,8.206185739141356,12.529115985687772,11.429439451038444,10.428215941854816,10.920792860839025,11.464768034944727,10.074409320902786
S#880T_807,4,1.5,1,1.486593333,103.7669333,2.0,1,1,0,0,1,0,0,0,1,46,19,0,0,36,0,0,0,45,21.733116012913943,17.64785640231083,11.669146965492057,9.554392985857575,8.844473763240858,13.838596294480947,9.285485713185139,9.831459230136137,7.198304150309581
S#880T_810,5,1.6,1,1.50867361,103.85454180000002,2.0,1,1,0,0,0,0,1,0,0,31,8,0,0,0,0,45,0,0,24.55521585359085,17.14168333055833,12.225126623376628,16.682897866022856,1.5193961038961037,0.0,19.4186519036519,10.471876637251642,18.991869158619146
S#880T_818,8,3.25,1,1.513645,103.65585,2.0,1,1,0,1,0,0,0,0,1,34,16,0,46,0,0,0,0,10,28.298624999999998,17.085208333333334,5.7589523809523815,32.04630952380952,8.955380952380953,1.77375,2.322857142857143,1.2248214285714285,9.020285714285714
S#880T_822,11,4.2727272727272725,1,1.498670711,103.4097897,2.0,1,0,0,0,0,1,0,0,0,13,0,0,0,0,30,0,0,0,19.71,6.86225,3.408333333333333,4.392916666666667,2.6116666666666664,22.263333333333332,5.156666666666667,2.98,4.61
S#880T_823,4,2.5,1,1.481904703,103.661017,2.0,1,1,1,0,0,0,1,0,1,36,22,33,0,0,0,37,0,44,18.500846334221336,19.742542637917637,14.06143247030746,7.711111929736931,15.341272713397725,12.135192155067154,21.75572295759795,1.3644443056943059,26.624084471084476
S#880T_840,2,2.0,1,1.494978333,103.753625,2.0,1,0,0,0,1,1,1,0,0,45,0,0,0,31,30,45,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
S#880T_844,4,1.5,1,1.5084917,103.8543995,2.0,1,0,1,0,1,1,0,0,0,27,0,30,0,6,44,0,0,0,21.733116012913943,17.64785640231083,11.669146965492057,9.554392985857575,8.844473763240858,13.838596294480947,9.285485713185139,9.831459230136137,7.198304150309581
S#880U_002,1,1.0,1,1.5085166,103.854494,2.0,1,0,0,1,0,0,0,0,1,14,0,0,13,0,0,0,0,33,22.941320762487905,20.839171268811675,8.619113868539399,14.511912147852291,11.436583535966534,12.293762115578422,8.320084783837025,8.584212150462175,11.202299323360773
S#880U_004,7,2.7142857142857144,1,1.47879603,103.6635356,2.0,1,0,1,0,0,0,0,0,0,27,0,42,0,0,0,0,0,0,22.178333333333335,8.24752380952381,31.24729166666667,6.033083333333334,1.555964285714286,3.7967738095238093,6.716333333333333,1.16,4.184083333333334
S#880U_021,4,2.5,1,1.5102492,103.9157367,2.0,1,1,1,1,0,1,1,0,0,32,29,20,12,0,28,20,0,0,18.500846334221336,19.742542637917637,14.06143247030746,7.711111929736931,15.341272713397725,12.135192155067154,21.75572295759795,1.3644443056943059,26.624084471084476
S#880U_027,4,0.75,1,1.5025885,103.8858389,2.0,1,0,0,1,1,0,0,0,1,33,0,0,34,16,0,0,0,27,25.122730533355533,9.911239829614834,5.603030303030303,22.483175657675652,10.817027042402044,5.764006993006991,1.8379051504051498,11.419869671994666,12.010160672660673
S#880U_030,3,7.666666666666667,1,1.49647169,103.7892078,2.0,1,1,0,1,1,0,1,0,0,47,13,0,48,11,0,21,0,0,35.21002777777778,28.513833333333324,1.2088333333333332,38.12908333333334,27.783208333333338,13.096583333333333,14.675095238095242,1.285,10.402444444444445
S#880U_035,2,2.0,1,1.49640533,103.8098246,2.0,1,1,0,1,0,0,0,0,0,47,45,0,36,0,0,0,0,0,23.575795172931883,18.79339111028601,10.175316726463915,13.128657172893677,12.405841024462609,7.943333665389227,9.959822254245443,7.9049329946029605,10.344186059103981
